dataset,exercise_set,question,answer,grade,min_grade,max_grade,subject,exercise_type,isced_level,language,rubric,desired_answer,metadata
mohler,33,What does the star (*) operator return?,it returns the information in the address the pointer points to.,4,1.0,5.0,computer_science,short_answer,6,english,,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,
mohler,33,What does the star (*) operator return?,The star operator returns the object at that memory location.,4,1.0,5.0,computer_science,short_answer,6,english,,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,
mohler,33,What does the star (*) operator return?,The value stored in the object being pointed to.,4,1.0,5.0,computer_science,short_answer,6,english,,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,
mohler,33,What does the star (*) operator return?,the value of the variable the pointer points to.,4,1.0,5.0,computer_science,short_answer,6,english,,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,
mohler,33,What does the star (*) operator return?,returns synonym for the object its operand points to,5,1.0,5.0,computer_science,short_answer,6,english,,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,
mohler,33,What does the star (*) operator return?,synonym for the object its operand points to,5,1.0,5.0,computer_science,short_answer,6,english,,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,
mohler,33,What does the star (*) operator return?,Returns synonym for the object its operand points to,5,1.0,5.0,computer_science,short_answer,6,english,,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,
mohler,33,What does the star (*) operator return?,It is unary operator that returns the value of the variable located at the address,4,1.0,5.0,computer_science,short_answer,6,english,,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,
mohler,33,What does the star (*) operator return?,a synonym for the object to which its pointer operand points,5,1.0,5.0,computer_science,short_answer,6,english,,An alias (synonym) for the name of the object that its operand points to in memory. It is the dereferencing operator.,
mohler,34,How can an array be addressed in pointer/offset notation?,Using either the name of the array as a pointer or using a separate pointer that points to the array.,3,1.0,5.0,computer_science,short_answer,6,english,,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",
mohler,34,How can an array be addressed in pointer/offset notation?,you get the memory location of the first element and the you add an offset to it to get other elements.,5,1.0,5.0,computer_science,short_answer,6,english,,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",
mohler,34,How can an array be addressed in pointer/offset notation?,you can have a pointer to the front of the array and add to the memory location (or offset from the initial value).,5,1.0,5.0,computer_science,short_answer,6,english,,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",
mohler,34,How can an array be addressed in pointer/offset notation?,"First, some pointer variable must reference the first entity in the array. Any variable in the array can then be accessed by referring to that first entity's address plus some offset. i.e. ptrToArray = array;  nthEntity = *(ptrToArray + n);",5,1.0,5.0,computer_science,short_answer,6,english,,"By initializing a pointer to point to the first element of the array, and then incrementing this pointer with the index of the array element.",
mohler,35,What does the sizeof operator return?,Returns size of operand in bytes.,5,1.0,5.0,computer_science,short_answer,6,english,,The size in bytes of its operand.,
mohler,35,What does the sizeof operator return?,sizeof returns the size of the operand in bytes,5,1.0,5.0,computer_science,short_answer,6,english,,The size in bytes of its operand.,
mohler,35,What does the sizeof operator return?,sizeof returns the size of the operand in bytes.,5,1.0,5.0,computer_science,short_answer,6,english,,The size in bytes of its operand.,
mohler,35,What does the sizeof operator return?,the size of the string.,3,1.0,5.0,computer_science,short_answer,6,english,,The size in bytes of its operand.,
mohler,35,What does the sizeof operator return?,The sizeof operator returns the total number of bytes of its operand.,5,1.0,5.0,computer_science,short_answer,6,english,,The size in bytes of its operand.,
mohler,35,What does the sizeof operator return?,"The size of an operand in bytes. Used with variable names, type names, and constant values",5,1.0,5.0,computer_science,short_answer,6,english,,The size in bytes of its operand.,
mohler,35,What does the sizeof operator return?,the size of operand in bytes,5,1.0,5.0,computer_science,short_answer,6,english,,The size in bytes of its operand.,
mohler,35,What does the sizeof operator return?,Return size of operand in bytes,5,1.0,5.0,computer_science,short_answer,6,english,,The size in bytes of its operand.,
mohler,36,What are the different ways to pass a pointer to a function?,"Nonconstant pointer to nonconstant data, nonconstant pointer to constant data, constant pointer to nonconstant data, constant pointer to constant data.",5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,#NAME?,5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,"Four different ways: Nonconstant pointer to nonconstant data, a nonconstant pointer to constant data, a constant pointer to nonconstant data and a constant pointer to constant data.",5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,"Nonconstant pointer to nonconstant data, constant pointer to nonconstant data, nonconstant pointer to constant data, constant pointer to constant data. ",5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,"Nonconstant pointer to nonconstant data, nonconstant pointer to constant data, constant pointer to nonconstant data, and constant pointer to constant data.",5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,nonconst -&gt; nonconst const -&gt; nonconst nonconst -&gt; const const -&gt; const,5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,Nonconstant pointer to nonconstant data Constant pointer to nonconstant data Nonconstant pointer to constant data Constant point to constant data,5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,"Non-constant pointer to non-constant data, non-constant pointer to constant data, constant pointer to constant data, constant pointer to non-constant data.",5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,you can pass the reference or the dereference in a function,2,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,1. nonconstant pointer to nonconstant data. Its delcaration does no include  const qualifier. 2. nonconstant pointer to constant data. Provides the performance of pass-by-reference and the protection of pass-by-value 3. Constant pointer to nonconstant data.  4. Constant pointer to constant date.,5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,"constant pointer to constant data, constant pointer to nonconstant data, nonconstant pointer to constant data, nonconstant pointer to nonconstant data",5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,Nonconstant pointer to nonconstant data Nonconstant pointer to constant data Constant pointer to nonconstant data Constant pointer to constant data,5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,There are four way to pass pointer to a function 1. non constant pointer to non constant data 2.non constant pointer to  constant data. 3. constant pointer to non constant data. 4. constant pointer to  constant data.,5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,36,What are the different ways to pass a pointer to a function?,nonconstant pointer to nonconstant data nonconstant pointer to constant data constant pointer to nonconstant data constant pointer to constant data,5,1.0,5.0,computer_science,short_answer,6,english,,"There are four ways: nonconstant pointer to constant data, nonconstant pointer to nonconstant data, constant pointer to constant data, constant pointer to nonconstant data.",
mohler,37,What is a function pointer?,A pointer that points to the memory address of the beginning part of a functions.  pretty much the pointer points to the function so it can be called to execute.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,A function pointer is a pointer that contains the address of the  function in memory.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,"Function Pointers are pointers, i.e. variables, which point to the address of a function.",5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,"A pointer to a function is the address where the code for the function resides. They can be passed to functions, returned from functions, stored in arrays and assigned to other pointers.",5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,It contains the address of the function in memory.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,"A pointer to a function itself, contains the address of the function and can be used to call that function",5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,"Function Pointers are pointers, i.e. variables, which point to the address of a function.",5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,A pointer to a function that contains the addresses of the function.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,a pointer that contains the address of a function,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,a function pointer is a pointer to a function. It can be used in substitution for calling a function.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,Points to the memory address of a function.  Kind of like breaking a branch off of a tree object and hitting other objects with it.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,"They are pointers that contain the addresses to functions, they can be passed and returned from functions, as well as stored in arrays and assigned to other function pointers.",5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,Pointer variables that point to function addresses.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,Contains the address of the function in memory.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,pointers that contain the addresses of functions.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,is a pointer that contains the address of a function,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,"A function pointer contains the memory address of a function. Using a function pointer, a function can be passed to or returned by another function. Function pointers can also be stored in arrays.",5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,Function pointer is a pointer to a function. function pointer contains address of functions,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,a pointer that contains the address of a function in memory.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,it contains the address of the function in memory,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,it is a pointer that points to the address of a function.,5,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,37,What is a function pointer?,"When dereferenced, a function pointer invokes a function, passing it zero or more arguments just like a normal function. In programming languages like C, function pointers can be used to simplify code, such as replacing large switch statements.",4,1.0,5.0,computer_science,short_answer,6,english,,The address of the location in memory where the function code resides.,
mohler,38,What is a linked list?,"A linked list is a data structure that is not necessarily in the same contiguous memory space (such as arrays). It holds the data type and points to the next data item in the list, or in a doubly linked list also to the previous item.",5,1.0,5.0,computer_science,short_answer,6,english,,A collection of elements that can be allocated dynamically.,
mohler,38,What is a linked list?,A link list is a data structure which is built from structures and pointers. It forms a chain of nodes with pointers representing the links of the chain and holding the entire thing together,4,1.0,5.0,computer_science,short_answer,6,english,,A collection of elements that can be allocated dynamically.,
mohler,38,What is a linked list?,linear collection of self-referential nodes connected by pointers.,4,1.0,5.0,computer_science,short_answer,6,english,,A collection of elements that can be allocated dynamically.,
mohler,39,What is the main advantage of linked lists over arrays?,Elements can be inserted into a link list at any point and does not need to be resized unlike an array needs to be.,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,"Unlike arrays, linked lists can insert and delete without shifting data and change in size easily.",5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,"Array size is fixed,but Linked is not fixed.",5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,Arrays must be of a defined size... elements can be added to a linked list w/o defining any size.,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,You can expand when you need it.  You do not have to predetermine the size.,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,Linked lists are able to grow and shrink in size as needed,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,Linked list is able to grow in size as needed. Does not require the shifting of items during insertions and deletions,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,"A linked list is not fixed in size, and does not require the shifting of items during insertions and deletions.",5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,There is no limit as to how many you create where an array can only hold a given amount of information.,3,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,"Linked lists can be grown dynamically, items don't require shifting, and they have a greater awesome factor than that of arrays.",5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,Linked lists have an indefinite size. They can be added to and taken away from very easily with little difficulty in the shifting of data.,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,"Nearly infinite size, limited only by system memory and also the ability to expand the size dynamically.",5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,"They grow as needed, while arrays are of fixed size.",5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,Does not have a fixed size. Linked list is able to grow as needed. The time to access an array bases list takes a contant amount of time where as an linked-base like depends on 'i',5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,Linked lists can grow and shrink as you need them to.  Arrays have a fixed size.,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,"A linked list may be increased in size as needed, while an array's size is set when it is created",5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,"Array has a fixed size, but linked list is able to grow in size as needed",5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,its resizeable,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,Linked lists do not have a set size and can grow or shrink as needed.,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,linked lists are abe to grow as needed to a new size,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,"The size is not fixed, easier sorting because of no shifting, easier to insert items into the list",5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,39,What is the main advantage of linked lists over arrays?,The size of array is restricted to declaration. Insertion/Deletion of values in middle of array is not possible.,5,1.0,5.0,computer_science,short_answer,6,english,,The linked lists can be of variable length.,
mohler,40,What is the main advantage of arrays over linked lists?,Array can retrieve memory from any place in the list while in a link list you have to traverse through each individual node.,5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,"Access to a particular element is very fast, because its location in memory can be determined mathematically and accessed directly.",5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,Arrays are good for random access and good for sequential access which are both in constant time. Where linked lists are linear for random access. Arrays are faster in this case.,5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,"An array is capable of accessing any part of that array based on the index. The link list must be traversed from the beginning or the end, that is, data can only be accessed if it is adjacent to the previous or next nodes.",5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,"On the other hand, arrays allow random access, while linked lists allow only sequential access to elements. Singly-linked lists, in fact, can only be traversed in one direction.",5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,Take up less memory and are contiguously stored,4,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,"Arrays have a set list of values. Meaning you can pick a spot in the array such as a[7] picks the 8th spot in the array. With linked lists you have to keep track with pointers if you want to take specific nodes out, otherwise you must traverse the entire list. ",5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,Array items are accessed directly with equal access time,5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,You can access specific elements quickly in an array.  In a linked list you must traverse the list to get access the same element.,5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,"Any entitiy in an array may accessed immediately, whereas a linked list must be traversed one item at a time because each object only points adjacent objects",5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,"arrays allow for the random access of any item cotained a any time, linked lists must be gone through toget to the desired item",5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,"In arrays you have direct access to each element, but in linked lists you have to traverse the list up to the element that you need.",5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,40,What is the main advantage of arrays over linked lists?,"Array size is fixed. But Linked is not fixed, data is also accessed quicker in array list, also memory requirement is less and no pointers required. Arrays have random access and less overheads compared to Linked list have sequential access only with too much overheads and no cache memory support. On the other hand, arrays allow random access, while linked lists allow only sequential access to elements. Singly-linked lists, in fact, can only be traversed in one direction.",5,1.0,5.0,computer_science,short_answer,6,english,,"The elements in an array can be accessed directly (as opposed to linked lists, which require iterative traversal).",
mohler,41,How are linked lists passed as arguments to a function?,Linked lists are passed as arguments to a function by passing the head pointer of the list by reference.,5,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,- A function with access to a linked list's head pointer has access to the entire list.        - Pass the head ponter to a function as a reference argument.,5,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,Pass-by-reference,5,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,You pass the head pointer to a function as a reference argument.,5,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,not answered,0,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,as a pointer node.,3,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,A function with access to a linked list's head pointer has access to the entire list. Pass the head pointer to a function as a reference argument,5,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,the head pointer is passed to a function as a reference argument.,5,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,"linked lists are passed by reference, specificly the Head pointer",5,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,Pass the head pointer to a function as a reference argument,5,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,by refrenece,5,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,41,How are linked lists passed as arguments to a function?,linked lists are passed by using pointers,3,1.0,5.0,computer_science,short_answer,6,english,,By reference.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"In a circular linked list, every node has a successor which means that the last node's successor is the head or first node.",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"In a circular linked list, the last node points to the first node.",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"On a circular linked list, the end element points to the head, thus making the circle. A basic link list has nothing pointing to the head, and the last element points to null.",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,the circular linked list's last node points to the begining of the list while a standard linked list points to NULL,5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,The last item in the list points to the head,5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"In a circular linked list, the last node points back to the first node, there is no NULL",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,A circular linked list has the last node point back to the head of the linked list.,5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,Basic linked list points to a NULL at the end and circular points to the head at the end.,5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,in a circular linked list the the last item points to the first item.,5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"The circular linked list's tail points to the head, whereas the basic linked list's tail points to a NULL.",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,a basic linked list has an end with a null value where a circular linked list has a pointer from the end to the beginning,5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"how to determine the end of the list, in basic linked lists the last element links to a null pointer, while circular linked lists link to the head element at the end.",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"No Node in a circular linked list contains NULL, the last Node points pack to a Node within the list.",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"The difference between a circular linked list and a basic linked list is that a circular linked list, the last node references the first node. Every node in a circular linked list has a successor and no node in a circular linked list contains NULL.",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,in a circular linked list the last element points to the head of the list,5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"In a regular linked list the last object points to NULL. In a circular linked list, the last object points back to the beginning of the list",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"In circular linked list each node has successor, no node contains NULL, while in basic linked list last node contain NULL.",3,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"in a circular linked lists, the last element points to the first",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"A circular linked list does not have a last element. Instead, it's last item points to the head of the list.",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"in a circular linked list, the last node contains a pointer that goes back to the first node; in a basic linked list, the last node contains a null pointer ",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,42,What is the difference between a circular linked list and a basic linked list?,"in a circular linked list, the last object is linked back to the first object.",5,1.0,5.0,computer_science,short_answer,6,english,,The last element in a circular linked list points to the head of the list.,
mohler,43,What is the main advantage of a doubly-linked list over a basic linked list?,You can go backwards in the linked list and access previous data easier without having to keep track of the previous item,4,1.0,5.0,computer_science,short_answer,6,english,,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",
mohler,43,What is the main advantage of a doubly-linked list over a basic linked list?,ability to backtrack through a list.,3,1.0,5.0,computer_science,short_answer,6,english,,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",
mohler,43,What is the main advantage of a doubly-linked list over a basic linked list?,"Double Linked list are often easier to manipulate, because they allow sequential access to the list in both direction",4,1.0,5.0,computer_science,short_answer,6,english,,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",
mohler,43,What is the main advantage of a doubly-linked list over a basic linked list?,"given a node in the list, one can navigate easily in either direction",4,1.0,5.0,computer_science,short_answer,6,english,,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",
mohler,43,What is the main advantage of a doubly-linked list over a basic linked list?,a doubly linked list allows you to back up from a node rather than having to go through the entire list again,4,1.0,5.0,computer_science,short_answer,6,english,,"All the deletion and insertion operations can be performed in constant time, including those operations performed before a given location in the list or at the end of the list.",
